"ano","uf","genero","mes","numero"
2017,"Pará","Feminino","Abril",6
2017,"Pará","Feminino","Maio",2
2017,"Pará","Feminino","Junho",5
2017,"Pará","Feminino","Julho",11
2017,"Pará","Feminino","Agosto",6
2017,"Pará","Feminino","Setembro",5
2017,"Pará","Feminino","Outubro",6
2017,"Pará","Feminino","Novembro",11
2017,"Pará","Feminino","Dezembro",12
2017,"Amapá","Feminino","Janeiro",0
2017,"Amapá","Feminino","Fevereiro",5
2017,"Amapá","Feminino","Março",2
2017,"Amapá","Feminino","Abril",0
2017,"Amapá","Feminino","Maio",0
2017,"Amapá","Feminino","Junho",0
2017,"Amapá","Feminino","Julho",0
2017,"Amapá","Feminino","Agosto",2
2017,"Amapá","Feminino","Setembro",0
2017,"Amapá","Feminino","Outubro",1
2017,"Amapá","Feminino","Novembro",1
2017,"Amapá","Feminino","Dezembro",1
2017,"Tocantins","Feminino","Janeiro",0
2017,"Tocantins","Feminino","Fevereiro",1
2017,"Tocantins","Feminino","Março",2
2017,"Tocantins","Feminino","Abril",1
2017,"Tocantins","Feminino","Maio",1
2017,"Tocantins","Feminino","Junho",0
2017,"Tocantins","Feminino","Julho",2
2017,"Tocantins","Feminino","Agosto",0
2017,"Tocantins","Feminino","Setembro",0
2017,"Tocantins","Feminino","Outubro",3
2017,"Tocantins","Feminino","Novembro",2
2017,"Tocantins","Feminino","Dezembro",1
2017,"Maranhão","Feminino","Janeiro",6
2017,"Maranhão","Feminino","Fevereiro",4
2017,"Maranhão","Feminino","Março",0
2017,"Maranhão","Feminino","Abril",2
2017,"Maranhão","Feminino","Maio",1
2017,"Maranhão","Feminino","Junho",1
2017,"Maranhão","Feminino","Julho",2
2017,"Maranhão","Feminino","Agosto",1
2017,"Maranhão","Feminino","Setembro",2
2017,"Maranhão","Feminino","Outubro",1
2017,"Maranhão","Feminino","Novembro",2
2017,"Maranhão","Feminino","Dezembro",0
2017,"Piauí","Feminino","Janeiro",2
2017,"Piauí","Feminino","Fevereiro",4
2017,"Piauí","Feminino","Março",2
2017,"Piauí","Feminino","Abril",2
2017,"Piauí","Feminino","Maio",4
2017,"Piauí","Feminino","Junho",3
2017,"Piauí","Feminino","Julho",2
2017,"Piauí","Feminino","Agosto",1
2017,"Piauí","Feminino","Setembro",1
2017,"Piauí","Feminino","Outubro",3
2017,"Piauí","Feminino","Novembro",1
2017,"Piauí","Feminino","Dezembro",2
2017,"Ceará","Feminino","Janeiro",36
2017,"Ceará","Feminino","Fevereiro",18
2017,"Ceará","Feminino","Março",18
2017,"Ceará","Feminino","Abril",10
2017,"Ceará","Feminino","Maio",10
2017,"Ceará","Feminino","Junho",14
2017,"Ceará","Feminino","Julho",17
2017,"Ceará","Feminino","Agosto",9
2017,"Ceará","Feminino","Setembro",16
2017,"Ceará","Feminino","Outubro",15
2017,"Ceará","Feminino","Novembro",10
2017,"Ceará","Feminino","Dezembro",26
2017,"Rio Grande do Norte","Feminino","Janeiro",10
2017,"Rio Grande do Norte","Feminino","Fevereiro",9
2017,"Rio Grande do Norte","Feminino","Março",0
2017,"Rio Grande do Norte","Feminino","Abril",9
2017,"Rio Grande do Norte","Feminino","Maio",6
2017,"Rio Grande do Norte","Feminino","Junho",5
2017,"Rio Grande do Norte","Feminino","Julho",2
2017,"Rio Grande do Norte","Feminino","Agosto",4
2017,"Rio Grande do Norte","Feminino","Setembro",7
2017,"Rio Grande do Norte","Feminino","Outubro",7
2017,"Rio Grande do Norte","Feminino","Novembro",3
2017,"Rio Grande do Norte","Feminino","Dezembro",9
2017,"Paraíba","Feminino","Janeiro",36
2017,"Paraíba","Feminino","Fevereiro",2
2017,"Paraíba","Feminino","Março",3
2017,"Paraíba","Feminino","Abril",2
2017,"Paraíba","Feminino","Maio",5
2017,"Paraíba","Feminino","Junho",4
2017,"Paraíba","Feminino","Julho",3
2017,"Paraíba","Feminino","Agosto",4
2017,"Paraíba","Feminino","Setembro",2
2017,"Paraíba","Feminino","Outubro",4
2017,"Paraíba","Feminino","Novembro",6
2017,"Paraíba","Feminino","Dezembro",12
2017,"Pernambuco","Feminino","Janeiro",25
2017,"Pernambuco","Feminino","Fevereiro",31
2017,"Pernambuco","Feminino","Março",12
2017,"Pernambuco","Feminino","Abril",16
2017,"Pernambuco","Feminino","Maio",15
2017,"Pernambuco","Feminino","Junho",11
2017,"Pernambuco","Feminino","Julho",22
2017,"Pernambuco","Feminino","Agosto",14
2017,"Pernambuco","Feminino","Setembro",12
2017,"Pernambuco","Feminino","Outubro",17
2017,"Pernambuco","Feminino","Novembro",19
2017,"Pernambuco","Feminino","Dezembro",23
2017,"Alagoas","Feminino","Janeiro",7
2017,"Alagoas","Feminino","Fevereiro",0
2017,"Alagoas","Feminino","Março",4
2017,"Alagoas","Feminino","Abril",2
2017,"Alagoas","Feminino","Maio",3
2017,"Alagoas","Feminino","Junho",2
2017,"Alagoas","Feminino","Julho",5
2017,"Alagoas","Feminino","Agosto",5
2017,"Alagoas","Feminino","Setembro",8
2017,"Alagoas","Feminino","Outubro",5
2017,"Alagoas","Feminino","Novembro",4
2017,"Alagoas","Feminino","Dezembro",8
2017,"Sergipe","Feminino","Janeiro",3
2017,"Sergipe","Feminino","Fevereiro",3
2017,"Sergipe","Feminino","Março",2
2017,"Sergipe","Feminino","Abril",3
2017,"Sergipe","Feminino","Maio",1
2017,"Sergipe","Feminino","Junho",0
2017,"Sergipe","Feminino","Julho",1
2017,"Sergipe","Feminino","Agosto",2
2017,"Sergipe","Feminino","Setembro",1
2017,"Sergipe","Feminino","Outubro",1
2017,"Sergipe","Feminino","Novembro",1
2017,"Sergipe","Feminino","Dezembro",3
2017,"Bahia","Feminino","Janeiro",23
2017,"Bahia","Feminino","Fevereiro",29
2017,"Bahia","Feminino","Março",7
2017,"Bahia","Feminino","Abril",13
2017,"Bahia","Feminino","Maio",15
2017,"Bahia","Feminino","Junho",16
2017,"Bahia","Feminino","Julho",15
2017,"Bahia","Feminino","Agosto",18
2017,"Bahia","Feminino","Setembro",16
2017,"Bahia","Feminino","Outubro",16
2017,"Bahia","Feminino","Novembro",19
2017,"Bahia","Feminino","Dezembro",12
2017,"Minas Gerais","Feminino","Janeiro",79
2017,"Minas Gerais","Feminino","Fevereiro",44
2017,"Minas Gerais","Feminino","Março",40
2017,"Minas Gerais","Feminino","Abril",25
2017,"Minas Gerais","Feminino","Maio",27
2017,"Minas Gerais","Feminino","Junho",33
2017,"Minas Gerais","Feminino","Julho",40
2017,"Minas Gerais","Feminino","Agosto",15
2017,"Minas Gerais","Feminino","Setembro",52
2017,"Minas Gerais","Feminino","Outubro",45
2017,"Minas Gerais","Feminino","Novembro",28
2017,"Minas Gerais","Feminino","Dezembro",36
2017,"Espírito Santo","Feminino","Janeiro",11
2017,"Espírito Santo","Feminino","Fevereiro",11
2017,"Espírito Santo","Feminino","Março",6
2017,"Espírito Santo","Feminino","Abril",4
2017,"Espírito Santo","Feminino","Maio",5
2017,"Espírito Santo","Feminino","Junho",2
2017,"Espírito Santo","Feminino","Julho",7
2017,"Espírito Santo","Feminino","Agosto",6
2017,"Espírito Santo","Feminino","Setembro",8
2017,"Espírito Santo","Feminino","Outubro",7
2017,"Espírito Santo","Feminino","Novembro",12
2017,"Espírito Santo","Feminino","Dezembro",8
2017,"Rio de Janeiro","Feminino","Janeiro",76
2017,"Rio de Janeiro","Feminino","Fevereiro",82
2017,"Rio de Janeiro","Feminino","Março",60
2017,"Rio de Janeiro","Feminino","Abril",55
2017,"Rio de Janeiro","Feminino","Maio",53
2017,"Rio de Janeiro","Feminino","Junho",33
2017,"Rio de Janeiro","Feminino","Julho",26
2017,"Rio de Janeiro","Feminino","Agosto",25
2017,"Rio de Janeiro","Feminino","Setembro",30
2017,"Rio de Janeiro","Feminino","Outubro",43
2017,"Rio de Janeiro","Feminino","Novembro",40
2017,"Rio de Janeiro","Feminino","Dezembro",45
2017,"São Paulo","Feminino","Janeiro",339
2017,"São Paulo","Feminino","Fevereiro",216
2017,"São Paulo","Feminino","Março",183
2017,"São Paulo","Feminino","Abril",128
2017,"São Paulo","Feminino","Maio",159
2017,"São Paulo","Feminino","Junho",150
2017,"São Paulo","Feminino","Julho",113
2017,"São Paulo","Feminino","Agosto",151
2017,"São Paulo","Feminino","Setembro",147
2017,"São Paulo","Feminino","Outubro",164
2017,"São Paulo","Feminino","Novembro",205
2017,"São Paulo","Feminino","Dezembro",165
2017,"Paraná","Feminino","Janeiro",26
2017,"Paraná","Feminino","Fevereiro",37
2017,"Paraná","Feminino","Março",25
2017,"Paraná","Feminino","Abril",19
2017,"Paraná","Feminino","Maio",18
2017,"Paraná","Feminino","Junho",13
2017,"Paraná","Feminino","Julho",14
2017,"Paraná","Feminino","Agosto",18
2017,"Paraná","Feminino","Setembro",16
2017,"Paraná","Feminino","Outubro",19
2017,"Paraná","Feminino","Novembro",14
2017,"Paraná","Feminino","Dezembro",21
2017,"Santa Catarina","Feminino","Janeiro",29
2017,"Santa Catarina","Feminino","Fevereiro",29
2017,"Santa Catarina","Feminino","Março",16
2017,"Santa Catarina","Feminino","Abril",14
2017,"Santa Catarina","Feminino","Maio",11
2017,"Santa Catarina","Feminino","Junho",11
2017,"Santa Catarina","Feminino","Julho",11
2017,"Santa Catarina","Feminino","Agosto",12
2017,"Santa Catarina","Feminino","Setembro",12
2017,"Santa Catarina","Feminino","Outubro",11
2017,"Santa Catarina","Feminino","Novembro",21
2017,"Santa Catarina","Feminino","Dezembro",18
2017,"Rio Grande do Sul","Feminino","Janeiro",39
2017,"Rio Grande do Sul","Feminino","Fevereiro",40
2017,"Rio Grande do Sul","Feminino","Março",20
2017,"Rio Grande do Sul","Feminino","Abril",14
2017,"Rio Grande do Sul","Feminino","Maio",12
2017,"Rio Grande do Sul","Feminino","Junho",11
2017,"Rio Grande do Sul","Feminino","Julho",13
2017,"Rio Grande do Sul","Feminino","Agosto",16
2017,"Rio Grande do Sul","Feminino","Setembro",15
2017,"Rio Grande do Sul","Feminino","Outubro",10
2017,"Rio Grande do Sul","Feminino","Novembro",7
2017,"Rio Grande do Sul","Feminino","Dezembro",14
2017,"Mato Grosso do Sul","Feminino","Janeiro",9
2017,"Mato Grosso do Sul","Feminino","Fevereiro",11
2017,"Mato Grosso do Sul","Feminino","Março",4
2017,"Mato Grosso do Sul","Feminino","Abril",14
2017,"Mato Grosso do Sul","Feminino","Maio",7
2017,"Mato Grosso do Sul","Feminino","Junho",12
2017,"Mato Grosso do Sul","Feminino","Julho",6
2017,"Mato Grosso do Sul","Feminino","Agosto",8
2017,"Mato Grosso do Sul","Feminino","Setembro",5
2017,"Mato Grosso do Sul","Feminino","Outubro",7
2017,"Mato Grosso do Sul","Feminino","Novembro",7
2017,"Mato Grosso do Sul","Feminino","Dezembro",11
2017,"Mato Grosso","Feminino","Janeiro",5
2017,"Mato Grosso","Feminino","Fevereiro",0
2017,"Mato Grosso","Feminino","Março",2
2017,"Mato Grosso","Feminino","Abril",2
2017,"Mato Grosso","Feminino","Maio",3
2017,"Mato Grosso","Feminino","Junho",9
2017,"Mato Grosso","Feminino","Julho",1
2017,"Mato Grosso","Feminino","Agosto",2
2017,"Mato Grosso","Feminino","Setembro",0
2017,"Mato Grosso","Feminino","Outubro",2
2017,"Mato Grosso","Feminino","Novembro",3
2017,"Mato Grosso","Feminino","Dezembro",1
2017,"Goiás","Feminino","Janeiro",8
2017,"Goiás","Feminino","Fevereiro",5
2017,"Goiás","Feminino","Março",4
2017,"Goiás","Feminino","Abril",4
2017,"Goiás","Feminino","Maio",6
2017,"Goiás","Feminino","Junho",4
2017,"Goiás","Feminino","Julho",3
2017,"Goiás","Feminino","Agosto",2
2017,"Goiás","Feminino","Setembro",4
2017,"Goiás","Feminino","Outubro",9
2017,"Goiás","Feminino","Novembro",17
2017,"Goiás","Feminino","Dezembro",11
2017,"Distrito Federal","Feminino","Janeiro",26
2017,"Distrito Federal","Feminino","Fevereiro",22
2017,"Distrito Federal","Feminino","Março",16
2017,"Distrito Federal","Feminino","Abril",11
2017,"Distrito Federal","Feminino","Maio",9
2017,"Distrito Federal","Feminino","Junho",7
2017,"Distrito Federal","Feminino","Julho",10
2017,"Distrito Federal","Feminino","Agosto",7
2017,"Distrito Federal","Feminino","Setembro",9
2017,"Distrito Federal","Feminino","Outubro",13
2017,"Distrito Federal","Feminino","Novembro",11
2017,"Distrito Federal","Feminino","Dezembro",7
2018,"Rondônia","Feminino","Janeiro",2
2018,"Rondônia","Feminino","Fevereiro",3
2018,"Rondônia","Feminino","Março",4
2018,"Rondônia","Feminino","Abril",4
2018,"Rondônia","Feminino","Maio",0
2018,"Rondônia","Feminino","Junho",2
2018,"Rondônia","Feminino","Julho",2
2018,"Rondônia","Feminino","Agosto",1
2018,"Rondônia","Feminino","Setembro",2
2018,"Rondônia","Feminino","Outubro",3
2018,"Rondônia","Feminino","Novembro",3
2018,"Rondônia","Feminino","Dezembro",3
2018,"Acre","Feminino","Janeiro",1
2018,"Acre","Feminino","Fevereiro",1
2018,"Acre","Feminino","Março",1
2018,"Acre","Feminino","Abril",0
2018,"Acre","Feminino","Maio",1
2018,"Acre","Feminino","Junho",1
2018,"Acre","Feminino","Julho",1
2018,"Acre","Feminino","Agosto",1
2018,"Acre","Feminino","Setembro",1
2018,"Acre","Feminino","Outubro",1
2018,"Acre","Feminino","Novembro",0
2018,"Acre","Feminino","Dezembro",0
2018,"Amazonas","Feminino","Janeiro",3
2018,"Amazonas","Feminino","Fevereiro",9
2018,"Amazonas","Feminino","Março",2
2018,"Amazonas","Feminino","Abril",3
2018,"Amazonas","Feminino","Maio",6
2018,"Amazonas","Feminino","Junho",5
2018,"Amazonas","Feminino","Julho",2
2018,"Amazonas","Feminino","Agosto",3
2018,"Amazonas","Feminino","Setembro",4
2018,"Amazonas","Feminino","Outubro",4
2018,"Amazonas","Feminino","Novembro",3
2018,"Amazonas","Feminino","Dezembro",2
2018,"Roraima","Feminino","Janeiro",0
2018,"Roraima","Feminino","Fevereiro",1
2018,"Roraima","Feminino","Março",0
2018,"Roraima","Feminino","Abril",1
2018,"Roraima","Feminino","Maio",1
2018,"Roraima","Feminino","Junho",1
2018,"Roraima","Feminino","Julho",0
2018,"Roraima","Feminino","Agosto",6
2018,"Roraima","Feminino","Setembro",0
2018,"Roraima","Feminino","Outubro",0
2018,"Roraima","Feminino","Novembro",0
2018,"Roraima","Feminino","Dezembro",1
2018,"Pará","Feminino","Janeiro",14
2018,"Pará","Feminino","Fevereiro",9
2018,"Pará","Feminino","Março",9
2018,"Pará","Feminino","Abril",6
2018,"Pará","Feminino","Maio",2
2018,"Pará","Feminino","Junho",5
2018,"Pará","Feminino","Julho",11
2018,"Pará","Feminino","Agosto",6
2018,"Pará","Feminino","Setembro",5
2018,"Pará","Feminino","Outubro",6
2018,"Pará","Feminino","Novembro",11
2018,"Pará","Feminino","Dezembro",12
2018,"Amapá","Feminino","Janeiro",0
2018,"Amapá","Feminino","Fevereiro",5
2018,"Amapá","Feminino","Março",2
2018,"Amapá","Feminino","Abril",0
2018,"Amapá","Feminino","Maio",0
2018,"Amapá","Feminino","Junho",0
2018,"Amapá","Feminino","Julho",0
2018,"Amapá","Feminino","Agosto",2
2018,"Amapá","Feminino","Setembro",0
2018,"Amapá","Feminino","Outubro",1
2018,"Amapá","Feminino","Novembro",1
2018,"Amapá","Feminino","Dezembro",1
2018,"Tocantins","Feminino","Janeiro",0
2018,"Tocantins","Feminino","Fevereiro",1
2018,"Tocantins","Feminino","Março",2
2018,"Tocantins","Feminino","Abril",1
2018,"Tocantins","Feminino","Maio",1
2018,"Tocantins","Feminino","Junho",0
2018,"Tocantins","Feminino","Julho",2
2018,"Tocantins","Feminino","Agosto",0
2018,"Tocantins","Feminino","Setembro",0
2018,"Tocantins","Feminino","Outubro",3
2018,"Tocantins","Feminino","Novembro",2
2018,"Tocantins","Feminino","Dezembro",1
2018,"Maranhão","Feminino","Janeiro",6
2018,"Maranhão","Feminino","Fevereiro",4
2018,"Maranhão","Feminino","Março",0
2018,"Maranhão","Feminino","Abril",2
2018,"Maranhão","Feminino","Maio",1
2018,"Maranhão","Feminino","Junho",1
2018,"Maranhão","Feminino","Julho",2
2018,"Maranhão","Feminino","Agosto",1
2018,"Maranhão","Feminino","Setembro",2
2018,"Maranhão","Feminino","Outubro",1
2018,"Maranhão","Feminino","Novembro",2
2018,"Maranhão","Feminino","Dezembro",0
2018,"Piauí","Feminino","Janeiro",2
2018,"Piauí","Feminino","Fevereiro",4
2018,"Piauí","Feminino","Março",2
2018,"Piauí","Feminino","Abril",2
2018,"Piauí","Feminino","Maio",4
2018,"Piauí","Feminino","Junho",3
2018,"Piauí","Feminino","Julho",2
2018,"Piauí","Feminino","Agosto",1
2018,"Piauí","Feminino","Setembro",1
2018,"Piauí","Feminino","Outubro",3
2018,"Piauí","Feminino","Novembro",1
2018,"Piauí","Feminino","Dezembro",2
2018,"Ceará","Feminino","Janeiro",36
2018,"Ceará","Feminino","Fevereiro",18
2018,"Ceará","Feminino","Março",18
2018,"Ceará","Feminino","Abril",10
2018,"Ceará","Feminino","Maio",10
2018,"Ceará","Feminino","Junho",14
2018,"Ceará","Feminino","Julho",17
2018,"Ceará","Feminino","Agosto",9
2018,"Ceará","Feminino","Setembro",16
2018,"Ceará","Feminino","Outubro",15
2018,"Ceará","Feminino","Novembro",10
2018,"Ceará","Feminino","Dezembro",26
2018,"Rio Grande do Norte","Feminino","Janeiro",10
2018,"Rio Grande do Norte","Feminino","Fevereiro",9
2018,"Rio Grande do Norte","Feminino","Março",0
2018,"Rio Grande do Norte","Feminino","Abril",9
2018,"Rio Grande do Norte","Feminino","Maio",6
2018,"Rio Grande do Norte","Feminino","Junho",5
2018,"Rio Grande do Norte","Feminino","Julho",2
2018,"Rio Grande do Norte","Feminino","Agosto",4
2018,"Rio Grande do Norte","Feminino","Setembro",7
2018,"Rio Grande do Norte","Feminino","Outubro",7
2018,"Rio Grande do Norte","Feminino","Novembro",3
2018,"Rio Grande do Norte","Feminino","Dezembro",9
2018,"Paraíba","Feminino","Janeiro",36
2018,"Paraíba","Feminino","Fevereiro",2
2018,"Paraíba","Feminino","Março",3
2018,"Paraíba","Feminino","Abril",2
2018,"Paraíba","Feminino","Maio",5
2018,"Paraíba","Feminino","Junho",4
2018,"Paraíba","Feminino","Julho",3
2018,"Paraíba","Feminino","Agosto",4
2018,"Paraíba","Feminino","Setembro",2
2018,"Paraíba","Feminino","Outubro",4
2018,"Paraíba","Feminino","Novembro",6
2018,"Paraíba","Feminino","Dezembro",12
2018,"Pernambuco","Feminino","Janeiro",25
2018,"Pernambuco","Feminino","Fevereiro",31
2018,"Pernambuco","Feminino","Março",12
2018,"Pernambuco","Feminino","Abril",16
2018,"Pernambuco","Feminino","Maio",15
2018,"Pernambuco","Feminino","Junho",11
2018,"Pernambuco","Feminino","Julho",22
2018,"Pernambuco","Feminino","Agosto",14
2018,"Pernambuco","Feminino","Setembro",12
2018,"Pernambuco","Feminino","Outubro",17
2018,"Pernambuco","Feminino","Novembro",19
2018,"Pernambuco","Feminino","Dezembro",23
2018,"Alagoas","Feminino","Janeiro",7
2018,"Alagoas","Feminino","Fevereiro",0
2018,"Alagoas","Feminino","Março",4
2018,"Alagoas","Feminino","Abril",2
2018,"Alagoas","Feminino","Maio",3
2018,"Alagoas","Feminino","Junho",2
2018,"Alagoas","Feminino","Julho",5
2018,"Alagoas","Feminino","Agosto",5
2018,"Alagoas","Feminino","Setembro",8
2018,"Alagoas","Feminino","Outubro",5
2018,"Alagoas","Feminino","Novembro",4
2018,"Alagoas","Feminino","Dezembro",8
2018,"Sergipe","Feminino","Janeiro",3
2018,"Sergipe","Feminino","Fevereiro",3
2018,"Sergipe","Feminino","Março",2
2018,"Sergipe","Feminino","Abril",3
2018,"Sergipe","Feminino","Maio",1
2018,"Sergipe","Feminino","Junho",0
2018,"Sergipe","Feminino","Julho",1
2018,"Sergipe","Feminino","Agosto",2
2018,"Sergipe","Feminino","Setembro",1
2018,"Sergipe","Feminino","Outubro",1
2018,"Sergipe","Feminino","Novembro",1
2018,"Sergipe","Feminino","Dezembro",3
2018,"Bahia","Feminino","Janeiro",23
2018,"Bahia","Feminino","Fevereiro",29
2018,"Bahia","Feminino","Março",7
2018,"Bahia","Feminino","Abril",13
2018,"Bahia","Feminino","Maio",15
2018,"Bahia","Feminino","Junho",16
2018,"Bahia","Feminino","Julho",15
2018,"Bahia","Feminino","Agosto",18
2018,"Bahia","Feminino","Setembro",16
2018,"Bahia","Feminino","Outubro",16
2018,"Bahia","Feminino","Novembro",19
2018,"Bahia","Feminino","Dezembro",12
2018,"Minas Gerais","Feminino","Janeiro",79
2018,"Minas Gerais","Feminino","Fevereiro",44
2018,"Minas Gerais","Feminino","Março",40
2018,"Minas Gerais","Feminino","Abril",25
2018,"Minas Gerais","Feminino","Maio",27
2018,"Minas Gerais","Feminino","Junho",33
2018,"Minas Gerais","Feminino","Julho",40
2018,"Minas Gerais","Feminino","Agosto",15
2018,"Minas Gerais","Feminino","Setembro",52
2018,"Minas Gerais","Feminino","Outubro",45
2018,"Minas Gerais","Feminino","Novembro",28
2018,"Minas Gerais","Feminino","Dezembro",36
2018,"Espírito Santo","Feminino","Janeiro",11
2018,"Espírito Santo","Feminino","Fevereiro",11
2018,"Espírito Santo","Feminino","Março",6
2018,"Espírito Santo","Feminino","Abril",4
2018,"Espírito Santo","Feminino","Maio",5
2018,"Espírito Santo","Feminino","Junho",2
2018,"Espírito Santo","Feminino","Julho",7
2018,"Espírito Santo","Feminino","Agosto",6
2018,"Espírito Santo","Feminino","Setembro",8
2018,"Espírito Santo","Feminino","Outubro",7
2018,"Espírito Santo","Feminino","Novembro",12
2018,"Espírito Santo","Feminino","Dezembro",8
2018,"Rio de Janeiro","Feminino","Janeiro",76
2018,"Rio de Janeiro","Feminino","Fevereiro",82
2018,"Rio de Janeiro","Feminino","Março",60
2018,"Rio de Janeiro","Feminino","Abril",55
2018,"Rio de Janeiro","Feminino","Maio",53
2018,"Rio de Janeiro","Feminino","Junho",33
2018,"Rio de Janeiro","Feminino","Julho",26
2018,"Rio de Janeiro","Feminino","Agosto",25
2018,"Rio de Janeiro","Feminino","Setembro",30
2018,"Rio de Janeiro","Feminino","Outubro",43
2018,"Rio de Janeiro","Feminino","Novembro",40
2018,"Rio de Janeiro","Feminino","Dezembro",45
2018,"São Paulo","Feminino","Janeiro",339
2018,"São Paulo","Feminino","Fevereiro",216
2018,"São Paulo","Feminino","Março",183
2018,"São Paulo","Feminino","Abril",128
2018,"São Paulo","Feminino","Maio",159
2018,"São Paulo","Feminino","Junho",150
2018,"São Paulo","Feminino","Julho",113
2018,"São Paulo","Feminino","Agosto",151
2018,"São Paulo","Feminino","Setembro",147
2018,"São Paulo","Feminino","Outubro",164
2018,"São Paulo","Feminino","Novembro",205
2018,"São Paulo","Feminino","Dezembro",165
2018,"Paraná","Feminino","Janeiro",26
2018,"Paraná","Feminino","Fevereiro",37
2018,"Paraná","Feminino","Março",25
2018,"Paraná","Feminino","Abril",19
2018,"Paraná","Feminino","Maio",18
2018,"Paraná","Feminino","Junho",13
2018,"Paraná","Feminino","Julho",14
2018,"Paraná","Feminino","Agosto",18
2018,"Paraná","Feminino","Setembro",16
2018,"Paraná","Feminino","Outubro",19
2018,"Paraná","Feminino","Novembro",14
2018,"Paraná","Feminino","Dezembro",21
2018,"Santa Catarina","Feminino","Janeiro",29
2018,"Santa Catarina","Feminino","Fevereiro",29
2018,"Santa Catarina","Feminino","Março",16
2018,"Santa Catarina","Feminino","Abril",14
2018,"Santa Catarina","Feminino","Maio",11
2018,"Santa Catarina","Feminino","Junho",11
2018,"Santa Catarina","Feminino","Julho",11
2018,"Santa Catarina","Feminino","Agosto",12
2018,"Santa Catarina","Feminino","Setembro",12
2018,"Santa Catarina","Feminino","Outubro",11
2018,"Santa Catarina","Feminino","Novembro",21
2018,"Santa Catarina","Feminino","Dezembro",18
2018,"Rio Grande do Sul","Feminino","Janeiro",39
2018,"Rio Grande do Sul","Feminino","Fevereiro",40
2018,"Rio Grande do Sul","Feminino","Março",20
2018,"Rio Grande do Sul","Feminino","Abril",14
2018,"Rio Grande do Sul","Feminino","Maio",12
2018,"Rio Grande do Sul","Feminino","Junho",11
2018,"Rio Grande do Sul","Feminino","Julho",13
2018,"Rio Grande do Sul","Feminino","Agosto",16
2018,"Rio Grande do Sul","Feminino","Setembro",15
2018,"Rio Grande do Sul","Feminino","Outubro",10
2018,"Rio Grande do Sul","Feminino","Novembro",7
2018,"Rio Grande do Sul","Feminino","Dezembro",14
2018,"Mato Grosso do Sul","Feminino","Janeiro",9
2018,"Mato Grosso do Sul","Feminino","Fevereiro",11
2018,"Mato Grosso do Sul","Feminino","Março",4
2018,"Mato Grosso do Sul","Feminino","Abril",14
2018,"Mato Grosso do Sul","Feminino","Maio",7
2018,"Mato Grosso do Sul","Feminino","Junho",12
2018,"Mato Grosso do Sul","Feminino","Julho",6
2018,"Mato Grosso do Sul","Feminino","Agosto",8
2018,"Mato Grosso do Sul","Feminino","Setembro",5
2018,"Mato Grosso do Sul","Feminino","Outubro",7
2018,"Mato Grosso do Sul","Feminino","Novembro",7
2018,"Mato Grosso do Sul","Feminino","Dezembro",11
2018,"Mato Grosso","Feminino","Janeiro",5
2018,"Mato Grosso","Feminino","Fevereiro",0
2018,"Mato Grosso","Feminino","Março",2
2018,"Mato Grosso","Feminino","Abril",2
2018,"Mato Grosso","Feminino","Maio",3
2018,"Mato Grosso","Feminino","Junho",9
2018,"Mato Grosso","Feminino","Julho",1
2018,"Mato Grosso","Feminino","Agosto",2
2018,"Mato Grosso","Feminino","Setembro",0
2018,"Mato Grosso","Feminino","Outubro",2
2018,"Mato Grosso","Feminino","Novembro",3
2018,"Mato Grosso","Feminino","Dezembro",1
2018,"Goiás","Feminino","Janeiro",8
2018,"Goiás","Feminino","Fevereiro",5
2018,"Goiás","Feminino","Março",4
2018,"Goiás","Feminino","Abril",4
2018,"Goiás","Feminino","Maio",6
2018,"Goiás","Feminino","Junho",4
2018,"Goiás","Feminino","Julho",3
2018,"Goiás","Feminino","Agosto",2
2018,"Goiás","Feminino","Setembro",4
2018,"Goiás","Feminino","Outubro",9
2018,"Goiás","Feminino","Novembro",17
2018,"Goiás","Feminino","Dezembro",11
2018,"Distrito Federal","Feminino","Janeiro",26
2018,"Distrito Federal","Feminino","Fevereiro",22
2018,"Distrito Federal","Feminino","Março",16
2018,"Distrito Federal","Feminino","Abril",11
2018,"Distrito Federal","Feminino","Maio",9
2018,"Distrito Federal","Feminino","Junho",7
2018,"Distrito Federal","Feminino","Julho",10
2018,"Distrito Federal","Feminino","Agosto",7
2018,"Distrito Federal","Feminino","Setembro",9
2018,"Distrito Federal","Feminino","Outubro",13
2018,"Distrito Federal","Feminino","Novembro",11
2018,"Distrito Federal","Feminino","Dezembro",7
2019,"Rondônia","Masculino","Janeiro",0
2019,"Rondônia","Masculino","Fevereiro",4
2019,"Rondônia","Masculino","Março",1
2019,"Rondônia","Masculino","Abril",0
2019,"Rondônia","Masculino","Maio",0
2019,"Rondônia","Masculino","Junho",2
2019,"Rondônia","Masculino","Julho",3
2019,"Rondônia","Masculino","Agosto",1
2019,"Rondônia","Masculino","Setembro",2
2019,"Rondônia","Masculino","Outubro",0
2019,"Rondônia","Masculino","Novembro",2
2019,"Rondônia","Masculino","Dezembro",2
2019,"Acre","Masculino","Janeiro",0
2019,"Acre","Masculino","Fevereiro",0
2019,"Acre","Masculino","Março",0
2019,"Acre","Masculino","Abril",0
2019,"Acre","Masculino","Maio",0
2019,"Acre","Masculino","Junho",1
2019,"Acre","Masculino","Julho",2
2019,"Acre","Masculino","Agosto",2
